"","household_key","DAY","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS"
"11994",942,94,7,12.43,12.43,0,0,0
"11995",945,94,23,46.66,41.86,-4.8,0,0
"11996",947,94,10,8.8,6.9,-1.9,0,0
"11997",950,94,19,54.09,50.46,-3.63,0,1
"11998",952,94,6,12.1,11.12,-0.98,0,0
"11999",957,94,3,10.61,10.61,0,0,0
"12000",971,94,2,4.78,4.78,0,0,0
"12001",972,94,4,10.9,9.86,-1.04,0,0
"12002",976,94,12,24.43,23.74,-0.69,0,0
"12003",983,94,4,14.47,11.57,-2.9,0,0
"12004",988,94,1,10.99,10.99,0,0,0
"12005",998,94,19,94.33,76.19,-18.14,0,0
"12006",13,95,7,39.11,26.84,-3.54,-8.73,0
"12007",20,95,10,29.57,25.8,-3.77,0,0
"12008",26,95,10,14.66,13.18,-1.48,0,1
"12009",36,95,3,7.47,7.47,0,0,0
"12010",40,95,3,12.76,10.07,-2.69,0,0
"12011",51,95,21,64.17,58.06,-6.11,0,0
"12012",64,95,5,7.94,7.05,-0.89,0,0
"12013",65,95,5,21.53,12.26,-2.04,-7.23,0
"12014",99,95,75,182.47,164.47,-18,0,0
"12015",103,95,7,24.12,14.45,-2.44,-7.23,0
"12016",104,95,2,4.08,4.08,0,0,0
"12017",109,95,28,58.7,54.63,-4.07,0,0
"12018",118,95,46,113.88,105.51,-7.87,-0.5,2
"12019",121,95,1,1.9,1.39,-0.51,0,0
"12020",127,95,35,112.76,77.22,-29.14,-6.4,1
"12021",148,95,14,58.42,52.79,-5.63,0,0
"12022",151,95,3,4.86,4.67,-0.19,0,0
"12023",156,95,1,1.47,1.29,-0.18,0,0
"12024",161,95,25,98.54,76.62,-21.92,0,0
"12025",190,95,8,36.76,30.02,-6.74,0,0
"12026",230,95,13,30.62,26.56,-4.06,0,0
"12027",253,95,12,26.5,21.95,-4.55,0,0
"12028",263,95,1,7.99,7.99,0,0,0
"12029",273,95,8,24.69,21.43,-3.26,0,0
"12030",276,95,4,11.06,10.26,-0.8,0,0
"12031",279,95,25,59.26,48.29,-10.97,0,1
"12032",281,95,18,28.41,26.7,-1.71,0,1
"12033",287,95,20,50.63,45.58,-5.05,0,0
"12034",289,95,8,16.89,14.68,-2.21,0,0
"12035",301,95,4,19.16,17.94,-1.22,0,0
"12036",303,95,16,51.51,43.86,-7.65,0,0
"12037",316,95,3,10.86,7.97,-2.89,0,0
"12038",335,95,14,28.06,26.26,-1.8,0,0
"12039",337,95,1,1.29,1.29,0,0,0
"12040",348,95,81,354.69,274.76,-78.93,-1,0
"12041",353,95,20,41.9,39.07,-2.83,0,0
"12042",358,95,22,72.68,64.25,-8.43,0,0
"12043",376,95,1,1,1,0,0,0
"12044",378,95,8,16.33,13.31,-3.02,0,0
"12045",382,95,6,17.52,14.74,-2.78,0,0
"12046",385,95,9,37.3,31.58,-5.72,0,0
"12047",400,95,7,20.39,19.73,-0.66,0,1
"12048",401,95,1,2.59,2.59,0,0,0
"12049",412,95,12,25.34,20.41,-4.93,0,0
"12050",422,95,8,49.9,39.57,-10.33,0,0
"12051",424,95,9,42.99,39.61,-3.38,0,0
"12052",426,95,16,36.24,31.17,-5.07,0,1
"12053",429,95,3,30.76,24.17,-6.59,0,0
"12054",432,95,7,8.45,7.35,-1.1,0,0
"12055",448,95,5,14.51,14.51,0,0,0
"12056",451,95,10,57.38,40.51,-16.87,0,0
"12057",454,95,3,7.66,6.97,-0.69,0,0
"12058",489,95,8,44.39,37.73,-6.66,0,0
"12059",498,95,1,2.19,1.99,-0.2,0,0
"12060",510,95,4,18.51,16.6,-1.91,0,0
"12061",514,95,23,31.06,27.94,-3.12,0,0
"12062",516,95,5,16.59,14.36,-2.23,0,0
"12063",523,95,3,8.94,5.97,-2.97,0,0
"12064",531,95,5,10.51,9.16,-1.35,0,0
"12065",567,95,1,3.8,3.79,-0.01,0,0
"12066",568,95,78,253.84,235.76,-18.08,0,0
"12067",582,95,3,20.37,18.17,-2.2,0,0
"12068",587,95,7,11.63,10.99,-0.64,0,0
"12069",589,95,1,5.19,4.69,-0.5,0,0
"12070",595,95,2,2.58,2.58,0,0,0
"12071",597,95,8,27.57,21.76,-5.81,0,0
"12072",603,95,3,0.9,0.9,0,0,0
"12073",621,95,9,22.78,18.89,-3.89,0,0
"12074",631,95,10,14.93,13.42,-1.51,0,0
"12075",633,95,7,20.12,14.97,-5.15,0,1
"12076",639,95,4,8.73,7.66,-1.07,0,0
"12077",648,95,12,40.97,37.58,-3.39,0,0
"12078",658,95,3,5.77,5.77,0,0,0
"12079",661,95,5,23.69,21.03,-2.66,0,0
"12080",663,95,9,25.02,20.35,-4.67,0,0
"12081",664,95,3,5.63,4.94,-0.69,0,0
"12082",670,95,5,18.08,15.55,-2.53,0,0
"12083",676,95,9,45.15,35.75,-9.4,0,0
"12084",681,95,13,44.93,41.33,-3.6,0,0
"12085",687,95,13,29.14,27.73,-1.41,0,1
"12086",691,95,21,64.18,50.13,-14.05,0,0
"12087",703,95,5,42.11,37.05,-5.06,0,0
"12088",705,95,3,7.58,6.78,-0.8,0,0
"12089",708,95,4,19.01,18.01,-1,0,0
"12090",709,95,17,65.79,50.99,-11.61,-3.19,0
"12091",718,95,7,9.97,8.42,-0.55,-1,0
"12092",725,95,39,124.12,103.16,-20.96,0,1
"12093",728,95,2,5.58,5.58,0,0,0
"12094",745,95,11,21.1,20.22,-0.88,0,0
"12095",747,95,2,3.47,3.38,-0.09,0,0
"12096",751,95,7,23.28,20.33,-2.95,0,0
"12097",800,95,21,48.27,43.21,-5.06,0,0
"12098",810,95,2,14.98,13.98,-1,0,0
"12099",816,95,2,7.98,7.98,0,0,0
"12100",817,95,16,70.76,57.41,-13.35,0,0
"12101",820,95,12,37.36,29.82,-7.54,0,0
"12102",824,95,28,78.44,69.25,-9.19,0,2
"12103",841,95,5,22.7,21.27,-1.43,0,0
"12104",849,95,39,133.38,123.26,-10.12,0,1
"12105",853,95,3,24.26,23.87,-0.39,0,0
"12106",871,95,8,37.27,33.68,-3.59,0,1
"12107",878,95,36,96.67,75.21,-21.46,0,0
"12108",883,95,10,33,33,0,0,0
"12109",889,95,3,13.07,11.07,-2,0,0
"12110",925,95,7,24.33,18.54,-5.79,0,0
"12111",928,95,2,4.18,4.18,0,0,0
"12112",936,95,4,21.25,17.02,-4.23,0,0
"12113",942,95,3,11.97,11.97,0,0,0
"12114",951,95,12,36.64,30.17,-6.47,0,0
"12115",955,95,3,7.52,7.27,-0.25,0,0
"12116",956,95,1,2.79,2.79,0,0,0
"12117",982,95,16,24.9,21.82,-3.08,0,0
"12118",983,95,7,25.11,20.17,-4.94,0,0
"12119",984,95,47,76.91,63.14,-13.77,0,0
"12120",989,95,1,3.63,3.63,0,0,0
"12121",27,96,5,8.85,8.85,0,0,0
"12122",31,96,44,157.15,122.59,-32.51,-2.05,1
"12123",40,96,18,57.06,48.51,-8.55,0,1
"12124",41,96,14,46.98,40.78,-6.2,0,0
"12125",46,96,28,81.46,71.3,-10.16,0,0
"12126",55,96,1,4.99,4.49,-0.5,0,0
"12127",67,96,17,31.35,26.38,-4.97,0,0
"12128",78,96,3,5.17,5.17,0,0,0
"12129",83,96,1,1.16,1.16,0,0,0
"12130",91,96,6,14.63,13.34,-1.29,0,0
"12131",98,96,22,39.95,33.14,-6.81,0,0
"12132",101,96,11,55.03,50.88,-4.15,0,0
"12133",105,96,2,2.78,2.78,0,0,0
"12134",113,96,61,170.45,149.59,-20.86,0,0
"12135",129,96,23,46.94,40.16,-6.78,0,1
"12136",133,96,21,87.1,64.25,-22.85,0,0
"12137",158,96,1,4.98,3.87,-1.11,0,0
"12138",161,96,12,37.59,31.38,-6.21,0,1
"12139",165,96,13,34.55,27.6,-6.95,0,0
"12140",184,96,22,64.71,57.79,-6.92,0,1
"12141",194,96,20,67.59,62.44,-5.15,0,1
"12142",198,96,27,136.67,109.91,-26.76,0,1
"12143",210,96,8,14.39,13.2,-1.19,0,0
"12144",215,96,2,5.25,5.25,0,0,0
"12145",219,96,20,92.35,79.87,-12.48,0,1
"12146",224,96,12,29.11,24.33,-4.78,0,2
"12147",227,96,3,1,1,0,0,0
"12148",247,96,24,60.14,53.79,-6.35,0,0
"12149",249,96,13,36.36,30.17,-6.19,0,0
"12150",263,96,7,27.6,21.68,-5.17,-0.75,0
"12151",275,96,7,25.02,22.54,-2.48,0,0
"12152",306,96,11,20.4,19.63,-0.77,0,0
"12153",321,96,6,14.19,13.44,-0.75,0,0
"12154",328,96,42,105.66,96.6,-9.06,0,0
"12155",336,96,12,30.44,27.28,-3.16,0,0
"12156",351,96,29,71.77,64.8,-6.97,0,1
"12157",353,96,36,116.8,98.08,-18.72,0,0
"12158",358,96,3,19.37,18.37,-1,0,0
"12159",367,96,17,64.26,50.13,-11.38,-2.75,1
"12160",384,96,1,1.47,1.29,-0.18,0,0
"12161",388,96,14,35.82,30.15,-5.67,0,0
"12162",389,96,40,144.08,119.54,-24.54,0,1
"12163",392,96,5,23.05,21.55,-1.5,0,0
"12164",397,96,4,11.82,11.24,-0.58,0,0
"12165",400,96,9,32.62,30.84,-1.78,0,0
"12166",410,96,9,25.3,22.38,-2.92,0,0
"12167",411,96,14,47.24,41.26,-5.98,0,0
"12168",427,96,6,12.44,10.55,-1.89,0,0
"12169",430,96,1,1.1,0.99,-0.11,0,1
"12170",443,96,47,105.82,82.35,-23.47,0,1
"12171",454,96,1,8.3,5.59,-2.71,0,0
"12172",458,96,1,0.99,0.99,0,0,0
"12173",463,96,3,15.9,12.93,-2.97,0,0
"12174",464,96,11,26.1,20.73,-5.37,0,0
"12175",468,96,1,1.99,1.99,0,0,0
"12176",493,96,2,4.07,3.78,-0.29,0,0
"12177",507,96,5,17.3,13.15,-4.15,0,0
"12178",513,96,19,121.42,102.46,-18.96,0,0
"12179",518,96,2,14.56,9.78,-4.78,0,0
"12180",520,96,4,10.17,8.56,-1.61,0,0
"12181",523,96,12,65.11,48.96,-16.15,0,0
"12182",528,96,4,18.84,16.62,-2.22,0,0
"12183",531,96,15,66.88,47.55,-14.89,-4.44,1
"12184",534,96,3,5.82,5.27,-0.55,0,0
"12185",560,96,6,21.03,18.33,-2.7,0,0
"12186",563,96,22,46.22,39.78,-6.44,0,1
"12187",567,96,3,5.5,4.8,-0.7,0,0
"12188",576,96,5,29.14,22.65,-6.49,0,0
"12189",593,96,1,3.29,3.29,0,0,0
"12190",594,96,47,147.86,120.5,-27.36,0,1
"12191",595,96,1,1.95,1.95,0,0,0
"12192",614,96,35,66.61,57.62,-8.99,0,1
"12193",631,96,3,9.72,4.86,-0.54,-4.32,0
"12194",633,96,1,6.99,6.99,0,0,0
"12195",641,96,2,8.24,7.44,-0.8,0,0
"12196",653,96,52,122.09,105.36,-16.73,0,2
"12197",661,96,5,16.8,15.55,-1.25,0,0
"12198",666,96,8,22.19,19.74,-2.45,0,0
"12199",667,96,10,19.76,18.38,-1.38,0,0
"12200",673,96,1,7.9,5.39,-2.51,0,0
"12201",676,96,11,23.63,19.89,-3.74,0,0
"12202",696,96,36,74.65,68.37,-6.28,0,1
"12203",707,96,14,55.9,46.87,-9.03,0,0
"12204",712,96,6,14.28,12.99,-1.29,0,0
"12205",726,96,2,5.18,5.18,0,0,0
"12206",730,96,3,14.29,11.47,-2.82,0,0
"12207",736,96,80,197.25,174.98,-22.27,0,1
"12208",751,96,11,25.48,21.06,-4.42,0,0
"12209",752,96,9,23.12,22.63,-0.49,0,0
"12210",753,96,56,175.75,149.59,-26.16,0,0
"12211",755,96,4,11.36,9.46,-1.9,0,0
"12212",761,96,6,11.09,10.33,-0.76,0,0
"12213",764,96,2,6.18,5.38,-0.3,-0.5,0
"12214",768,96,29,55.34,49.94,-5.4,0,0
"12215",771,96,4,10.54,8.96,-1.58,0,0
"12216",781,96,32,138.82,106.94,-30.48,-1.4,0
"12217",800,96,7,19.06,18.48,-0.58,0,0
"12218",818,96,48,129.7,118.21,-11.49,0,0
"12219",820,96,6,13.17,11.85,-1.32,0,0
"12220",841,96,1,2.99,2.99,0,0,0
"12221",842,96,35,95.15,82.49,-12.66,0,0
"12222",844,96,5,17.76,17.46,-0.3,0,0
"12223",847,96,14,40.98,36.74,-4.24,0,0
"12224",853,96,7,29.87,29.72,-0.15,0,0
"12225",864,96,17,36.85,32.97,-3.88,0,0
"12226",879,96,10,22.89,19.61,-3.28,0,0
"12227",882,96,1,1.45,1.39,-0.06,0,0
"12228",891,96,42,124.82,106.48,-18.34,0,0
"12229",896,96,28,89.15,71.9,-17.25,0,0
"12230",898,96,14,50.12,42.88,-7.24,0,0
"12231",900,96,3,12.97,12.47,-0.5,0,0
"12232",914,96,1,1.47,1.29,-0.18,0,0
"12233",916,96,6,27.26,24.06,-3.2,0,0
"12234",925,96,5,7.8,7.62,-0.18,0,0
"12235",928,96,5,22,22,0,0,0
"12236",929,96,12,25.68,23.48,-2.2,0,0
"12237",937,96,12,16.24,12.95,-3.29,0,1
"12238",942,96,1,2.99,2.99,0,0,0
"12239",956,96,6,12.28,11.76,-0.52,0,0
"12240",977,96,1,1.29,1.29,0,0,0
"12241",985,96,39,100.34,74.23,-18.08,-8.03,1
"12242",989,96,5,21.53,11.76,-2.54,-7.23,0
"12243",1,97,57,163.45,137.44,-19.92,-6.09,0
"12244",6,97,3,8.71,8.71,0,0,0
"12245",8,97,10,46.05,41.64,-4.41,0,0
"12246",18,97,10,26.96,23.22,-3.74,0,1
"12247",19,97,8,36.73,28.68,-8.05,0,0
"12248",20,97,3,6.97,6.97,0,0,0
"12249",27,97,4,7.32,7.08,-0.24,0,0
"12250",42,97,20,38.74,29.91,-8.83,0,1
"12251",46,97,1,8.59,8.59,0,0,0
"12252",52,97,7,32.9,24.63,-8.27,0,0
"12253",55,97,1,1.58,1.29,-0.29,0,0
"12254",57,97,2,4.07,3.78,-0.29,0,0
"12255",58,97,4,14.17,13.11,-1.06,0,0
"12256",68,97,1,2.78,2.39,-0.39,0,0
"12257",72,97,47,134.72,119.24,-15.48,0,1
"12258",88,97,10,23.46,20.6,-2.86,0,0
"12259",91,97,17,37.33,32.92,-4.41,0,1
"12260",95,97,6,12.96,10.48,-2.48,0,0
"12261",101,97,3,4.59,3.79,-0.8,0,0
"12262",105,97,3,9.45,7.78,-1.67,0,0
"12263",109,97,9,25.65,23.28,-2.37,0,0
"12264",117,97,18,35.55,29.96,-5.09,-0.5,0
"12265",124,97,4,6.04,5.75,-0.29,0,0
"12266",125,97,5,9.1,8.55,-0.55,0,0
"12267",131,97,16,50.36,37.78,-11.58,-1,0
"12268",135,97,2,3.99,2.98,-1.01,0,0
"12269",153,97,18,27.44,24.47,-2.97,0,0
"12270",161,97,13,41.76,37.76,-4,0,0
"12271",164,97,69,176.32,143.7,-28.83,-3.79,1
"12272",171,97,8,34.11,29.68,-4.43,0,0
"12273",178,97,4,13.85,10.63,-3.22,0,0
"12274",208,97,46,157.93,114.66,-41.77,-1.5,1
"12275",211,97,8,18.3,15.34,-2.96,0,0
"12276",215,97,5,8.23,7.77,-0.46,0,0
"12277",227,97,5,6.1,5.28,-0.82,0,0
"12278",228,97,8,15.62,12.35,-3.27,0,0
"12279",239,97,12,19.44,16.88,-2.56,0,0
"12280",249,97,4,19.25,13.36,-5.89,0,0
"12281",251,97,19,120.82,101.76,-18.06,-1,1
"12282",263,97,9,30.75,25.77,-4.98,0,0
"12283",289,97,8,19.94,17.09,-2.85,0,0
"12284",290,97,6,13.29,11.96,-1.33,0,0
"12285",300,97,21,92.85,72.47,-20.38,0,0
"12286",302,97,3,5.29,5.29,0,0,0
"12287",306,97,2,9.4,6.89,-2.51,0,0
"12288",314,97,77,156.92,142.36,-14.56,0,0
"12289",316,97,5,7.68,6.29,-1.39,0,0
"12290",346,97,15,41.22,36.01,-5.21,0,1
"12291",354,97,60,197.22,164.79,-20.55,-11.88,0
"12292",357,97,15,60.29,46.87,-13.42,0,1
"12293",358,97,4,14.45,14.06,-0.39,0,0
"12294",371,97,57,155.89,140.89,-14.5,-0.5,0
"12295",377,97,15,48.24,41.66,-6.58,0,0
"12296",389,97,5,21.7,16.95,-4.2,-0.55,0
"12297",403,97,1,2.35,1.88,-0.47,0,0
"12298",404,97,8,26.39,25.86,-0.53,0,0
"12299",418,97,2,1.58,1.58,0,0,0
"12300",430,97,1,1.5,1.5,0,0,0
"12301",435,97,7,18.11,14.53,-3.58,0,0
"12302",437,97,54,172.97,146.83,-19.04,-7.1,0
"12303",442,97,2,2.94,2.58,-0.36,0,0
"12304",463,97,2,40.49,28.75,-11.74,0,0
"12305",468,97,2,3.31,2.69,-0.62,0,0
"12306",470,97,2,9.15,9.15,0,0,0
"12307",481,97,34,53.57,48.67,-4.9,0,1
"12308",489,97,39,96.24,83.71,-12.53,0,0
"12309",513,97,8,24.19,19.84,-4.35,0,0
"12310",538,97,22,36.69,34.47,-2.22,0,0
"12311",545,97,4,8.7,7.5,-1.2,0,0
"12312",553,97,16,36.29,31.16,-5.13,0,0
"12313",564,97,8,27.06,21.96,-5.1,0,0
"12314",575,97,5,2.83,2.5,-0.33,0,0
"12315",580,97,1,11.99,11.99,0,0,0
"12316",583,97,25,66.77,59.02,-7.75,0,0
"12317",612,97,1,5.29,5.29,0,0,0
"12318",614,97,1,2.78,1.89,-0.89,0,0
"12319",617,97,8,29.46,26.15,-3.31,0,0
"12320",636,97,13,24.23,23.73,-0.5,0,0
"12321",638,97,4,12.56,12.06,-0.5,0,0
"12322",650,97,2,15.3,10.98,-4.32,0,0
"12323",653,97,21,61.31,53.41,-7.9,0,0
"12324",654,97,4,17.28,16.22,-1.06,0,0
"12325",660,97,3,9.27,8.47,-0.8,0,0
"12326",683,97,6,16.99,13.03,-3.96,0,0
"12327",690,97,18,33.34,26.63,-6.71,0,1
"12328",698,97,1,2.12,2,-0.12,0,0
"12329",710,97,9,19.1,17.21,-1.89,0,0
"12330",712,97,18,47.7,45.63,-1.87,-0.2,0
"12331",715,97,5,20.88,16.47,-3.41,-1,0
"12332",718,97,30,95.87,82.43,-13.44,0,0
"12333",725,97,3,8.27,6.63,-1.64,0,0
"12334",729,97,7,20.37,16.73,-3.64,0,0
"12335",731,97,1,4.49,3.99,-0.5,0,0
"12336",734,97,18,40.11,34.83,-5.28,0,1
"12337",748,97,6,16.27,13.46,-2.81,0,0
"12338",754,97,26,59.55,53.67,-5.88,0,0
"12339",763,97,9,23.07,18.78,-4.29,0,0
"12340",784,97,16,47.41,43.53,-3.88,0,0
"12341",790,97,13,46.95,44.07,-2.88,0,0
"12342",799,97,20,47.96,38.47,-9.49,0,0
"12343",800,97,6,26.53,22.84,-3.69,0,0
"12344",804,97,7,12,10.62,-1.38,0,0
"12345",807,97,4,16.35,13.46,-1.89,-1,0
"12346",808,97,2,4.37,3.78,-0.59,0,0
"12347",817,97,8,33.62,26.97,-6.65,0,1
"12348",866,97,59,172.72,142.83,-29.89,0,1
"12349",879,97,7,23.18,19.83,-3.35,0,0
"12350",882,97,8,28.25,24.68,-3.57,0,0
"12351",895,97,11,37.75,34.56,-3.19,0,0
"12352",898,97,12,34.25,31.11,-3.14,0,0
"12353",900,97,4,7.66,7.33,-0.33,0,0
"12354",915,97,2,3.37,2.88,-0.49,0,0
"12355",924,97,1,2.92,2.92,0,0,0
"12356",925,97,1,4.49,4.49,0,0,0
"12357",932,97,44,125.49,112,-13.49,0,0
"12358",933,97,13,108.47,102.38,-5.09,-1,0
"12359",936,97,2,2.11,1.94,-0.17,0,0
"12360",956,97,11,45.13,41.03,-4.1,0,0
"12361",6,98,4,5.89,5.47,-0.42,0,1
"12362",13,98,45,167.57,134.93,-26.89,-5.75,0
"12363",14,98,4,2.36,2.36,0,0,0
"12364",19,98,3,5.77,4.92,-0.85,0,0
"12365",20,98,2,7.18,5.58,-1.6,0,0
"12366",27,98,8,9.55,9.55,0,0,0
"12367",36,98,3,6.76,6.37,-0.39,0,0
"12368",64,98,5,19.76,16.2,-3.56,0,0
"12369",68,98,36,79.7,69.63,-10.07,0,3
"12370",78,98,16,33.68,28.22,-5.46,0,0
"12371",84,98,4,5.4,5.18,-0.22,0,0
"12372",85,98,3,9.49,9.49,0,0,0
"12373",92,98,9,53.52,46.21,-7.31,0,0
"12374",98,98,7,24.38,20.03,-4.35,0,0
"12375",99,98,12,25.8,22.18,-3.62,0,0
"12376",110,98,3,7.57,6.97,-0.6,0,1
"12377",139,98,40,129.51,112.98,-13.29,-3.24,0
"12378",157,98,3,9.59,8.79,-0.8,0,0
"12379",158,98,1,5.3,3.65,-1.65,0,0
"12380",161,98,19,43.01,39.72,-3.29,0,0
"12381",192,98,11,29.46,26.14,-3.32,0,1
"12382",195,98,18,71.14,60.77,-10.37,0,1
"12383",212,98,5,6.42,5.66,-0.76,0,0
"12384",214,98,3,12.99,11.49,-1.5,0,0
"12385",216,98,15,21.33,18.44,-2.89,0,0
"12386",219,98,17,51.15,46.86,-4.29,0,0
"12387",221,98,11,19.76,17.04,-2.72,0,1
"12388",227,98,1,4.08,3.29,-0.79,0,0
"12389",238,98,1,3.74,2.99,0,-0.75,0
"12390",239,98,1,0.75,0.75,0,0,0
"12391",243,98,43,122.87,112.79,-10.08,0,0
"12392",248,98,9,22.58,18.55,-4.03,0,1
"12393",249,98,40,73.48,60.83,-12.65,0,1
"12394",253,98,65,166.96,138.9,-28.06,0,0
"12395",257,98,1,28.99,28.99,0,0,0
"12396",280,98,2,4.08,4.08,0,0,0
"12397",283,98,15,71.34,64.77,-6.57,0,0
"12398",285,98,31,180.58,139.35,-41.23,0,0
"12399",287,98,1,1,1,0,0,0
"12400",289,98,4,12.79,12.59,-0.2,0,0
"12401",292,98,3,8.88,7.68,-1.2,0,0
"12402",300,98,10,22.3,20.51,-1.79,0,0
"12403",306,98,11,58.07,40.99,-17.08,0,0
"12404",307,98,4,6.77,6.57,-0.2,0,0
"12405",337,98,6,25.07,22.18,-2.89,0,0
"12406",338,98,2,14.47,11.28,-3.19,0,0
"12407",351,98,7,11.57,10.81,-0.76,0,0
"12408",361,98,77,213.69,171.44,-42.25,0,1
"12409",375,98,7,17.4,13.2,-4.2,0,0
"12410",378,98,3,5.08,4.59,-0.49,0,0
"12411",380,98,47,114.27,95.41,-18.86,0,0
"12412",383,98,25,72.76,62.01,-10.75,0,0
"12413",394,98,9,52.08,47.42,-4.66,0,0
"12414",430,98,1,2.99,2.49,-0.5,0,0
"12415",432,98,7,24.31,19.93,-4.38,0,1
"12416",435,98,4,5.52,4.76,-0.76,0,0
"12417",442,98,1,1.47,1.29,-0.18,0,0
"12418",451,98,8,27.35,22.48,-4.87,0,0
"12419",462,98,5,23.27,20.44,-2.83,0,0
"12420",463,98,4,12.64,10.56,-2.08,0,0
"12421",480,98,6,29.06,22.6,-6.46,0,1
"12422",484,98,36,107.17,92.28,-14.89,0,0
"12423",485,98,59,170.61,145.28,-23.83,-1.5,0
"12424",523,98,19,60.39,51.5,-8.89,0,0
"12425",530,98,3,7.01,7.01,0,0,0
"12426",534,98,2,5.4,3.98,-1.42,0,0
"12427",539,98,12,33.39,25.32,-8.07,0,1
"12428",583,98,13,36.58,29.88,-6.7,0,0
"12429",586,98,3,5.36,4.97,-0.39,0,0
"12430",593,98,1,3.29,3.29,0,0,0
"12431",595,98,3,11.01,11.01,0,0,0
"12432",598,98,2,7.48,7.48,0,0,0
"12433",602,98,57,185.19,162,-23.19,0,1
"12434",607,98,1,4.99,4.99,0,0,0
"12435",608,98,5,14.84,14.25,-0.59,0,0
"12436",618,98,2,2.94,2.58,-0.36,0,0
"12437",630,98,8,24.45,19.9,-4.55,0,0
"12438",631,98,16,28.41,23.09,-5.32,0,0
"12439",636,98,36,50.31,45.65,-4.66,0,1
"12440",639,98,1,1.15,1.15,0,0,0
"12441",641,98,23,56.7,50.67,-6.03,0,1
"12442",644,98,13,23.67,19.06,-4.61,0,1
"12443",647,98,55,181.84,155.65,-26.19,0,1
"12444",675,98,16,53.34,46.57,-6.77,0,1
"12445",676,98,22,56.58,47.05,-9.53,0,0
"12446",685,98,21,97.55,87.16,-10.39,0,0
"12447",690,98,2,7.69,7.28,-0.41,0,0
"12448",696,98,3,8.61,7.61,-1,0,0
"12449",699,98,20,68.61,61.12,-7.49,0,1
"12450",720,98,3,39.97,39.97,0,0,0
"12451",724,98,1,3.99,3.99,0,0,0
"12452",740,98,31,86.39,75.79,-10.6,0,2
"12453",742,98,16,19.05,17.75,-1.3,0,0
"12454",743,98,2,14.98,11.98,-3,0,0
"12455",748,98,5,7.84,7.52,-0.32,0,0
"12456",750,98,2,2.58,2.58,0,0,0
"12457",761,98,1,18.99,16.99,-2,0,0
"12458",764,98,6,23.87,19.72,-3.65,-0.5,0
"12459",768,98,10,27.59,22.78,-4.81,0,0
"12460",776,98,12,23.79,20.49,-3.3,0,0
"12461",805,98,7,7.19,6.95,-0.24,0,0
"12462",808,98,1,4.58,3.79,-0.79,0,0
"12463",823,98,3,14.18,13.78,-0.4,0,0
"12464",840,98,39,125,110.93,-14.07,0,0
"12465",855,98,19,57.33,48.01,-9.32,0,0
"12466",883,98,8,42.6,38.23,-4.37,0,0
"12467",900,98,27,40.53,37.31,-3.22,0,0
"12468",916,98,2,13.98,13.98,0,0,0
"12469",919,98,1,1.49,1.49,0,0,0
"12470",922,98,9,28.29,27.61,-0.68,0,0
"12471",926,98,3,7.97,6.37,-1.6,0,0
"12472",928,98,11,33.46,30.98,-1.48,-1,0
"12473",934,98,73,202.96,170.98,-31.98,0,1
"12474",939,98,105,228.99,192.08,-36.91,0,1
"12475",955,98,3,7.64,6.24,-1.4,0,0
"12476",959,98,13,28.58,25.33,-3.25,0,0
"12477",960,98,4,21.66,21.66,0,0,0
"12478",972,98,3,9.67,9.47,-0.2,0,0
"12479",983,98,5,15.94,14.65,-1.29,0,0
"12480",993,98,12,55.23,50.04,-5.19,0,0
"12481",999,98,23,71.18,60.09,-11.09,0,0
"12482",13,99,3,20.77,16.47,-4.3,0,0
"12483",15,99,5,10,8.33,-1.67,0,0
"12484",18,99,16,47.79,43.56,-4.23,0,0
"12485",19,99,11,28.34,23.7,-4.64,0,0
"12486",21,99,18,45.29,36.54,-8.75,0,1
"12487",26,99,18,21.45,19.17,-2.28,0,0
"12488",27,99,6,10.56,10.32,-0.24,0,0
"12489",36,99,20,65.56,54.46,-11.1,0,0
"12490",67,99,6,48.18,46.7,-1.48,0,0
"12491",68,99,1,1.47,1.29,-0.18,0,0
"12492",76,99,1,3.48,2.99,-0.49,0,0
"12493",91,99,1,0.92,0.92,0,0,0
"12494",98,99,11,20.66,17.33,-3.33,0,0
"12495",107,99,3,11.03,10.17,-0.86,0,0
"12496",110,99,8,27.58,22.68,-4.9,0,0
"12497",114,99,19,61.76,52.32,-9.44,0,0
"12498",119,99,7,22.04,21.24,-0.8,0,0
"12499",127,99,39,90.05,67.44,-22.61,0,1
"12500",133,99,74,151.59,135.38,-16.21,0,0
"12501",134,99,6,35.02,30.12,-4.9,0,0
"12502",156,99,4,10.1,9.06,-1.04,0,0
"12503",160,99,3,5.87,5.07,-0.8,0,0
"12504",161,99,43,130.28,113.86,-16.42,0,0
"12505",162,99,17,40.49,34.76,-5.73,0,0
"12506",209,99,37,112.69,101.63,-11.06,0,1
"12507",210,99,5,5.08,4.47,-0.61,0,0
"12508",215,99,4,11.47,10.72,-0.75,0,0
"12509",218,99,17,43.94,39.71,-4.23,0,0
"12510",222,99,48,99.45,86.73,-12.72,0,0
"12511",230,99,22,69.97,60.78,-9.19,0,0
"12512",232,99,40,71.29,63.11,-8.18,0,0
"12513",245,99,6,29.08,21.85,-7.23,0,0
"12514",247,99,1,6.99,6.99,0,0,0
"12515",257,99,1,3.08,3.08,0,0,0
